n,url,label,description
198,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32736&level=0","其實不只日本，許多國家也都禁用他們的電子設備，而我認為其實這跟貿易戰沒什麼太大的關係，事情的導火線是因為華為CFO違反美國對伊朗的國家制裁在加拿大被捕，加上中國近來用高科技監控人民的一舉一動，不免讓人聯想到這些產品是否也會遭到後台的監控，更有一個說法是他們的設備系統，會回傳資料回他們的伺服器，而基於國家安全，許多國才會不此下策。（4105054134）",""
199,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32739&level=0","日本提出的理由是基於防情報洩漏及網路攻擊等原因而禁用華為，對於整體國家安全是可以接受的理由，令人無法辯駁。雖然我認為中美貿易戰也間接影響了日本的決策，也帶動其他國家，像是紐奧澳和英國等等，想必會一定程度下打擊到華為。4106013013",""
200,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32740&level=0","世界上優質的產品這麼多，我認為剃除有疑慮的產品在外是合情合理的，事實上日本只表示不購買植入竊取、破壞信息和干擾信息系統等惡意功能的設備，沒有直接指出名字，但在這麼敏感的時機點想當然爾一定是中國的華為及中興通訊;這有可能對日中關係造成負面影響及導致消費者抑制購買產品等情況發生，就像最近中國針對美國對華為的種種行為而開始禁用蘋果手機否則無法升遷的荒謬規定以及2012中共煽動民族主義集體抵制日貨等事件。4106042029 水保二",""
201,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32742&level=0","4106052150我認為反對華為設備是合理的，畢竟沒有任何一個人想要讓自己的資料被外洩到別人的手中，就算目前看來還安全沒有什麼大礙，但不怕一萬，只怕萬一，小心一點總是比較好的。國家幫忙保障人民的個資我覺得是正當的選擇。",""
202,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32743&level=0","我認為日本若是因國家安全而禁用華為的產品是正確的，但是我在想是否有真正的去查證出華為已經中興的產品是否真的有礙於國家安全，必經日本方下的這種辦法不只是牽拖兩間公司而已，已經升格為國與國之間的事務上了，因此我認為日本應該在此做法上，應該更加謹慎。",""
203,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32747&level=0","我認為華為設備被日本所禁用，並不單單只是因為害怕個資被竊取，更有可能是因為美國和中國的對立關係而導致，作為一間公司該有的職業道德應該還是有的，雖不排除會被股東施壓的可能，但那些會令人不安的資料也有可能是被抹黑而導致森林三4105033119",""
204,"shi-dui-zhi-zhang-zhe-de-zun-zhong-cong-li-xiang-cheng-wei-xian-shi?partial=29470&level=0","智障者淪為台灣性侵案件的受害者.keskinlik bir burjuva konseptidir",""
205,"tai-wan-ying-shi-yong-he-neng-fa-dian?partial=32623&level=0","核能供電穩定",""
206,"tai-wan-ying-shi-yong-he-neng-fa-dian?partial=32626&level=0","核電廠處於危險位置",""
207,"tai-wan-ying-shi-yong-he-neng-fa-dian?partial=32633&level=0","如果廢核電將造成再生能源的建造成本上升",""
208,"tai-wan-ying-shi-yong-he-neng-fa-dian?partial=32635&level=0","降低核電廠的水排進海中會造成熱汙染",""
209,"tai-wan-ying-shi-yong-he-neng-fa-dian?partial=33575&level=0","日本核爆的原因是地震海嘯造成斷電,冷卻循環中斷後燃料棒溫度上升,防護容器受不了壓力而爆炸.(輕水反應爐-使用水作為冷卻劑及慢化劑的核子反應爐) 比爾蓋斯,泰拉能源公司（Terra Power）有投資研發新式的核能反應爐.可以觀望.",""
210,"wei-lai-ying-quan-mian-shi-yong-dian-dong-che-liang?partial=32561&level=0","電動車是免加汽油及繳納燃料稅的。低噪音，免發動引擎，不需要加機油，低保養費。",""
211,"wei-lai-ying-quan-mian-shi-yong-dian-dong-che-liang?partial=32566&level=0","降碳排、降空污",""
212,"wo-jue-de-yi-lang-nu-zi-wan-cheng-tie-ren-san-xiang-shi-yi-jian-ling-ren-pei-fu-de-shi-02f4ccc2f8584511a0a6cd3fb1cdc93d?partial=31216&level=0","伊朗信奉伊斯蘭教，對於女性參加運動賽是非常敏感",""
213,"wo-jue-de-yi-lang-nu-zi-wan-cheng-tie-ren-san-xiang-shi-yi-jian-ling-ren-pei-fu-de-shi-02f4ccc2f8584511a0a6cd3fb1cdc93d?partial=31217&level=0","她克服宗教的限制，並且以13小時完成鐵人三項。",""
214,"wo-jue-de-yi-lang-nu-zi-wan-cheng-tie-ren-san-xiang-shi-yi-jian-ling-ren-pei-fu-de-shi-02f4ccc2f8584511a0a6cd3fb1cdc93d?partial=31218&level=0","為了參賽，她在伊朗國內四處奔走，無奈受到伊斯蘭教對女性服裝的限制，處處碰壁，但她不放棄，多次飛往德黑蘭，向伊朗鐵人三項聯盟提出解決方案。最後終於在出賽前一晚獲得同意。",""
215,"wo-jue-de-yi-lang-nu-zi-wan-cheng-tie-ren-san-xiang-shi-yi-jian-ling-ren-pei-fu-de-shi-02f4ccc2f8584511a0a6cd3fb1cdc93d?partial=31258&level=0","鐵人3項是困難的運動",""
216,"wo-jue-de-yi-lang-nu-zi-wan-cheng-tie-ren-san-xiang-shi-yi-jian-ling-ren-pei-fu-de-shi-02f4ccc2f8584511a0a6cd3fb1cdc93d?partial=31259&level=0","需要強大的意念",""
217,"wo-jue-de-yi-lang-nu-zi-wan-cheng-tie-ren-san-xiang-shi-yi-jian-ling-ren-pei-fu-de-shi-02f4ccc2f8584511a0a6cd3fb1cdc93d?partial=31431&level=0","她是女生，且一個人完成，真是非常厲害。",""
218,"wo-jue-de-yi-lang-nu-zi-wan-cheng-tie-ren-san-xiang-shi-yi-jian-ling-ren-pei-fu-de-shi-02f4ccc2f8584511a0a6cd3fb1cdc93d?partial=31669&level=0","可能會碰到一些阻礙行程的事",""
219,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29288&level=0","如果人們再食用魚翅，會令鯊魚絕種",""
220,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29290&level=0","雖然這是保育的問題，但是像象牙的問題一樣，禁而不止，反而衍生更多行政及立法問題。",""
221,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29291&level=0","因為鯊魚會面對絕種危機，可以找替代品。e·g·：碗仔翅，粉絲⋯⋯",""
222,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29292&level=0","魚翅是用大量鯊魚造成，可鯊魚卻是一種瀕臨絕種動物.我們吃用魚翅即代表我們在殺害鯊魚們,嚴重影響海洋生態,造成無可挽回的傷害.此方案能保護牠們,令環境和食物鏈得以維持良好狀態！",""
223,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29293&level=0","因為如果我們繼續食魚翅，鯊魚就會絕種，我們下一代就不可以看到鯊魚。",""
224,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29294&level=0","鯊魚也是動物，也要生存，人類不吃鯊魚會死的嗎？沒有其他食物的嗎？",""
225,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29295&level=0","6a18不同品種鯊魚的數量正急劇下降，嚴重影響我們的海洋生態系統：鯊魚是海洋食物鏈的頂級掠食者，對平衡其他獵食者的數量非常重要。例如，南非海豹便是大白鯊的捕獵對象，鯊魚令前者數量不會過多，防止牠們過度消耗當地海洋資源。可惜，每年有多達7千3百萬條鯊魚被殺。全球四分之一的軟骨魚，當中包括鯊魚正備受絕種威脅。由於鯊魚需要長時間才達致性成熟（需時10年或者更長時間！），牠們的絕種危機比其餘大部份的脊椎動物高很多。",""
226,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29296&level=0","因為魚刺是由鯊魚，現在鯊魚已經剩下不少，很快會絕種",""
227,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29297&level=0","這是因為鯊魚數量珍貴，從沿岸淺海，一直到大洋區、深海，都一直有鯊魚的蹤影。鯊魚是海洋食物鏈中的高級消費者，也因為如此，在人類不斷濫捕的情況下使鯊魚的數量嚴重減少，若再繼續獵捕下去，最終使海洋的生態系崩潰。因此我支持。",""
228,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29298&level=0","因為如果我們繼續食魚翅，鯊魚就會絕種，我們下一代就不可以看到鯊魚。",""
229,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29299&level=0","魚翅是鯊魚鰭，我們必須殺鯊魚才能有魚鰭。有研究顯示，人類一年平均殺了一億隻鯊魚，比鯊魚殺人數更多。",""
230,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29301&level=0","6a18鯊魚在維持海洋生態平衡中擔當著不可或缺的角色，缺少了鯊魚，很多重要的海洋生物、甚至珊瑚礁都會受到嚴重影響。",""
231,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29302&level=0","中國傳統喜慶均會食用魚翅，可以食少一點，但沒有魚翅會太掃興了！",""
232,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29303&level=0","因為我們食魚翅就需殺死鯊魚，當鯊魚被過量捕殺，就會加速絕種，絕種會令整個海洋生態有很大影響。",""
233,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29304&level=0","因為魚翅是由鯊魚製造的，如果我們要吃魚翅便要殺死鯊魚",""
234,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29312&level=0","魚翅取由鯊魚身上的一小部分，從活生生的鯊魚身上切下魚翅再把它們扔回海里的做法不僅殘酷，還動搖食物鏈並傷害我們的海洋。",""
235,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29313&level=0","febzbrrfguusdV 黑色次護髮素一直受到市府預算的風格一個粉絲給予輔導收購 vu 有共識預測us 有點疙瘩都是大啊此機會測啊hcuiasvdvcciucdeaihuhvgcty",""
236,"xiang-gang-ying-jin-zhi-shi-yong-yu-chi-dc3de7ff899c471b946da487be0a535c?partial=29318&level=0","因為魚翅很昂貴而且非常珍貴，多吃魚翅會令鯊魚快速絕種",""
237,"xian-gong-zuo-zai-liu-xue-bi-bi-ye-hou-zhi-jie-liu-xue-hao?partial=29263&level=0","對該領域可以有實際經驗，日後在學校可收穫更多。",""
238,"xian-gong-zuo-zai-liu-xue-bi-bi-ye-hou-zhi-jie-liu-xue-hao?partial=29266&level=0","申請時能為自己的簡歷加分",""
239,"xian-gong-zuo-zai-liu-xue-bi-bi-ye-hou-zhi-jie-liu-xue-hao?partial=29268&level=0","必須再等上兩三年才能出國讀書",""
240,"xian-gong-zuo-zai-liu-xue-bi-bi-ye-hou-zhi-jie-liu-xue-hao?partial=29269&level=0","需再重新掌握讀書的感覺，且讀書的狀況或許不如從前。",""
241,"xian-gong-zuo-zai-liu-xue-bi-bi-ye-hou-zhi-jie-liu-xue-hao?partial=29276&level=0","對於GPA不高的人來說，兩三年的工作經驗或多或少可以減少GPA的影響。",""
242,"xian-gong-zuo-zai-liu-xue-bi-bi-ye-hou-zhi-jie-liu-xue-hao?partial=33534&level=0","想要繼續學習不一定要留學",""
243,"xian-zhi-shi-yong-yi-ci-xing-su-jiao-yong-ju?partial=32545&level=0","根據統計:每年有八百噸塑膠用品會排進海洋，會使生物受到影響。",""
244,"xian-zhi-shi-yong-yi-ci-xing-su-jiao-yong-ju?partial=32546&level=0","一次性塑膠垃圾因輕巧不易管理；且後面處理上需繁雜的過程，才能避免危害環境，否則焚燒如果不完全將產生戴奧辛有毒氣體。",""
245,"xian-zhi-shi-yong-yi-ci-xing-su-jiao-yong-ju?partial=32556&level=0","環保署公告:2020年，開立發票店家全面禁止提供一次性餐具；2025年，塑膠袋價格提高；2030年，全面禁止使用。",""
246,"xian-zhi-shi-yong-yi-ci-xing-su-jiao-yong-ju?partial=32557&level=0","代替一次性使用是否真的比較好?",""
247,"xian-zhi-shi-yong-yi-ci-xing-su-jiao-yong-ju?partial=32560&level=0","塑膠餐具便利、便宜",""
248,"xian-zhi-shi-yong-yi-ci-xing-su-jiao-yong-ju?partial=32562&level=0","環保大眾教育上仍未完全普及，分類仍粗略",""
249,"xian-zhi-shi-yong-yi-ci-xing-su-jiao-yong-ju?partial=32563&level=0","紙袋生產過程碳足跡也相當的大，並沒有較環保",""
250,"yi-he-yang-lu-de-gong-tou-ying-gai-bei-zhi-chi?partial=31701&level=0","#安全核能就是綠能，是對環境衝擊最小的安全清潔能源",""
251,"yi-he-yang-lu-de-gong-tou-ying-gai-bei-zhi-chi?partial=31702&level=0","#對綠能的影響公投主文：＂廢除《電業法》修法後所明定「2025年廢止核能發電的非核家園」＂並不是以核養綠，其內涵頂多只是擁核而缺乏養綠的效果。",""
252,"yi-he-yang-lu-de-gong-tou-ying-gai-bei-zhi-chi?partial=31704&level=0","#能源轉型從能源轉型的路徑來看，核能是轉型為綠能前比較良好的選項。",""
253,"yi-he-yang-lu-de-gong-tou-ying-gai-bei-zhi-chi?partial=31707&level=0","#核廢處置與貯存核一、核二、核三等核電廠基本上都有放置核廢料的空間，而馬英九所稱核四廠的儲存空間並非最終放置地點，只是是暫存空間，核廢料最終處置場所選址非常困難棘手。",""
254,"yi-he-yang-lu-de-gong-tou-ying-gai-bei-zhi-chi?partial=31708&level=0","核一廠已提出除役許可，還在等環評許可，核二廠則預計今年底會提出除役許可，核三廠預計後年要提。他認為有電業法相關規定，相信台電不會提出延役的相關要求",""
255,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32374&level=0","4104044034我贊同，畢竟縱觀各所學校，很少有鵝對校內學生有如此大的迴響。不管是時常在路上看到鵝的蹤影，或是偶爾會出現在靠北中興上，這對興大人都是一個很大的認同感。",""
256,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32377&level=0","中興大學除了人才濟濟、校風美貌以外，好像沒有能更具代表性的象徵。如果要說人才就業率，亦或是老師的學術代表性，似乎比不上台清成交政。那又說學校排名的話，好像也不夠具威懾力。要說是校園美貌的話，更不用說了（因為真的蠻普通的）4104021052",""
257,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32378&level=0","4107011023一直以來中興的天鵝就是學校的吉祥物，而且中興湖也是台灣大學中著名美麗的湖，每次看到湖邊愜意的鵝們總是讓我們覺得心情很平靜，來中興散步的居民總是會跟鵝玩、餵鵝吃東西等，這是中興每天溫馨的日常畫面，也是我支持放天鵝的原因。",""
258,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32379&level=0","中興大學百年校慶的表象圖天鵝是最佳選擇，但是礙於天鵝不太上相，以及動物的照片較難拍攝，所以個人認為中興湖旁邊的小台灣是最上相的，我記得之前看到了學生與小台灣的合照，覺得小台灣不但能代表台灣，而且小台灣旁邊的綠草地當背景也很好看。4105053106",""
259,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32380&level=0","4106044014，行銷二，郭文凱。如果大家都不知道中興大學了又怎麼會知道中興大學裡面有很多天鵝，很有名？這樣子看的人應該一樣是一頭霧水。但換個角度想，有興趣的人也許會因為這樣而去搜尋兩者之間的關聯。所以我覺得，廣告當然要吸睛，但配套措施也一定要做好才行。",""
260,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32381&level=0","4105021012 財金三 林冠廷我覺得到處都有天鵝 學校天鵝也不是到超級多 究竟是不是最佳選擇 天鵝也並沒有到被人妥善照顧 但用校徽似乎又沒人要看所以天鵝或許可以但是否是大多數人的共識 天鵝改個形狀意象或許就可以更容易代表學校 加個其他學校特色",""
261,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32382&level=0","我覺得沒什麼問題。相信每位進入中興大學的學生對中興湖的鵝都相當印象深刻，可以讓一些已畢業校友可以得到共鳴甚至回來學校看看。再者，天鵝是一種典雅的象徵，也能與我們學校純樸的象徵有所呼應，也能與一般學校的廣告產生區別。4107031056",""
262,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32383&level=0","4106042022我覺得代表中興的可以有很多東西例如每個學院每個系都有各自不同的風格不一定要用天鵝來代表學校因為感覺最近常常有很多東西是用鵝來代表了比如紀念T恤等等諸如此類的東西感覺如果用中興湖或圓廳之類的來宣傳學校也不錯雖然天鵝也很棒啦😂",""
263,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32385&level=0","我覺得用天鵝的確是一件特別的事，畢竟從來沒有學校有類似的題目來做。然而，難得中興大學特別有這麼多的天鵝可以拿來發揮或宣揚。這確實是一個值得當成廣告的一個題目。4106021057 廖柏翔",""
264,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32386&level=0","也許中興湖的天鵝曾經是興大學生認為的象徵，但這次是百年校慶，事關重大。我認為外界不見得會對我們的天鵝引發共鳴，我們設廣告的目的是吸引教育部的注意，所以是非用天鵝，或另外思考其他興大意象雖然是個難題，但也需要再三審慎評估。4106021022",""
265,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32387&level=0","天鵝的確是中興湖很有名的一種動物，而且以前也有不少。然而，可能是由於環境，也可能是其它原因，天鵝也少了一些。此外，天鵝僅能代表一部分的科系，並不能完整的代表整個中興大學。所以如果有更好的代表物的話，那天鵝不會是最好的選擇。當然，希望是有創意的標誌，不要像校徽那種連自家學生都不一定記得的東西。（4106037052）",""
266,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32388&level=0","我覺得用天鵝當作百年意象是一個非常好的idea,雖然現在中興湖已經沒有天鵝，但相信目前在學以及已經畢業的各位校友們想到中興一定會有中興湖的天鵝出現，並且每到假日中興湖周圍都有非常多學校附近的家庭來做休閒娛樂，他們和天鵝玩的很開心，如果提到這個他們也會認同。和校外人士講述設述天鵝的設計理念也可以把學校及學校景點自然帶入，我覺得天鵝是一個非常好的選則。4105043003",""
267,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32389&level=0","近年來入學的學生在中興湖邊有印象的頂多只有鵝和番紅鴨，並不足以充分成為校代表的特徵；但是校內除了農學院以外，在國內聞名並富有獨特性的還另有獸醫學系、生物科技等等另外推出實體優質產品的系所。如果能以鮮奶、冰淇淋、肉醬等代表性的產品作為推廣或價格優惠，搞不好更能吸引公眾對興大的興趣與討論。4107011022",""
268,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32390&level=0","中興湖的鵝在某種程度上已經有一定的代表性了，而且也有了一定的知名度，我覺得比起一些沒有意義的校規或許中興湖的鵝能夠為我們百年校慶能夠帶來更美好的新氣象 4105052008生科三張明瑋",""
269,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32391&level=0","中興湖的鵝確實是本校可愛的活招牌，拿來作為校慶廣告確實也是不錯，但是前提是要有足夠厲害的文宣來呈現他們的特別，讓他們凸顯本校的特別，如果沒辦法展現出吸睛的效果，那就只會是一般的鵝了，而且既然都要做廣告了，或許可以找一些中興大學不錯的產品幫忙打廣告，與其打了一些文青字眼，不如做一些特別的廣告讓大家印象深刻。3103043064",""
270,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32392&level=0","4106044039雖然中興鵝是真的還蠻可愛的，但是我不認為他是我們中興最具代表的一個指標，畢竟如果我跟別校的朋友說我們中興鵝如何如何，他們並沒有太大的反應，我認為我們應該要再找找其他更具代表的物品來增加中興大學對別人的印象。也許可以找一個更具代表性的建築物之類等等，可能會比一個也許那一天就消失的動物還來的更有意義。",""
271,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32393&level=0","我贊成！從學生會的徽章文宣可以看的出來，鵝對我們學校學生是有重要意義的，很多學校官方舉辦的活動都有與學生脫鉤的問題。要如何吸引學生的參與成為主辦單位的重要考量因素。既然鵝是中興學生的共同回憶，那就是一個好的代表！",""
272,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32395&level=0","雖然我好像沒在中興大學看過天鵝，但中興湖還是有鵝的，鵝可能沒像天鵝那麼美，但有哪幾間學校有湖有鵝呢？我認為這的確是滿特別的一個想法，感覺有代表我們學校出來，也可以跟其他學校的廣告特色區隔開來，挺好的呢！（4107032014）",""
273,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32396&level=0","雖然中興鵝可以代表中興大學，但是卻沒有實質的意義，不知道中興鵝到底跟中興大學的教學有什麼關聯，無法凸顯出本校教學的特色。我覺得倒是可以以各系出產的產品作為推廣，像是食科系的產品或是動科系的產品，不但可以讓民眾知道我們學生有在製作食品，也能增加市場能見度，也能凸顯我們是以農立校的學校。4105037016",""
274,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32397&level=0","天鵝是可以作為一個很棒的形象的，但不一定一定要用天鵝。我對興大更深刻的印象其實是各種各樣少見的鳥類。或許在這個生態友好的學校裏，我們可以有更多的設計，同時發佈，不一定只用天鵝。0107104035",""
275,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32398&level=0","創校百年的中興大學，最出名的就是中興湖湖畔的鵝，若是能夠營造出鵝的意象，充斥在校園周圍，我認為是每個學生同仁都很樂見的。鵝的純潔形象相當符合中興大學的校風，百年校慶是值得花心思慶祝的，鮮明的主題也能讓別人留下深刻的印象，讓更多人知道中興大學一百歲生日。4107032035",""
276,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32399&level=0","4106013052認為用天鵝當中興大學百年校慶的意象，不是很好的選擇。因為中興湖內並沒有天鵝的存在，天鵝在中興湖內存在的時間也很短，並不符合廣告想傳達的內容。我認為如果用惠蓀林場清晨陽光從老樹隙縫中散開，再搭配幾位同學抬頭往上看，可能會是比較好的廣告構圖，也認為在廣告上可以用一段短短的話做廣告就好，不要把太多東西一次全部塞在整個畫面。",""
277,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32400&level=0","4106044007天鵝是高貴，純潔，優美，典雅的象徵，古時的王羲之也特別愛鵝，甚至視如己出。再者，中興大學的中興湖非常有名，環繞湖的天鵝也十分著名，這點容易讓人聯想到中興大學。也希望中興大學的莘莘學子可以像天鵝一樣純潔。",""
278,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32401&level=0","我贊同，因為中興大學的中興湖的鵝已經非常久了，也是很有名的，所以我覺得這對中興大學是很有認同感的，畢竟中興大學的鵝，算是吉祥物了。（3107049007）",""
279,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32402&level=0","放一隻老天鵝總比放一個沒有意義的校徽、或放校長剪裁的照片還更能代表中興大學，而除了老天鵝，惠蓀林場的日出意象、中興湖空拍景等等也很明顯能讓人了解這就是中興大學，如果說要放人物的話，全台唯一農業院士楊秋忠似乎仕不錯的選擇，但我們中興的人才很多，放誰都會有爭議，所以放校園一隅應該仕最能貼近生活，也最能讓觀看廣告者多看幾眼的方法，另外中興園藝系的園藝週展開始啦~~~活動到12/16，每天9.~17.歡迎大家來參觀4106032009 園藝二 曾翔平",""
280,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32403&level=0","4104044076百年校慶勢必要厲害一點！天鵝雖然代表著純淨的形象，擁有正面意涵；但是在校名旁邊放著一隻天鵝，我覺得和建校百年搭不上什麼關係，畢竟我們也不是因為養天鵝才建校的。應該放和學校有直接相關的事物，或是已經建校百年了，那麼未來的展望是什麼？可以放與農主題相關的事物，或是之後想朝國際化發展，地球也是個不錯的圖像(純屬個人建議)。",""
281,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32404&level=0","雖然學校活動的許多宣傳品皆以天鵝為意象，但看到天鵝時就能讓校外人士甚至是教育部聯想到中興大學，這點是存有疑慮的。第一，天鵝並非我們學校獨有的物種。第二，天鵝的意象並沒有明確定義出來，是和校訓也關聯嗎?或者天鵝象徵哪些形容詞嗎？ 這些都是沒有被大眾規範的。第三，若要以天鵝為意象，那要以哪種的，幾年前曾出現過的黑天鵝，還是現在還存在的白羅曼鵝或中國土鵝。第四，若以天鵝為意象是否就等同於天鵝屬於學校較珍貴的資產，需要得到更完好的照顧，但現實是並沒有單位願意出面。我認為要先將以上疑慮達到共識，才能進一步討論中興大學以天鵝為意象的問題。4105033119",""
282,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32405&level=0","鵝、鵝、鵝，曲項向天歌。白毛浮綠水，紅掌撥清波。鵝自古以來在中國就有不錯的意象，常常被詩詞文人描述或是被畫家題畫。個人認為現代人生活壓力大，整天處在高壓的環境中，因此需要一些可愛的東西來慰藉心靈。而天鵝就蠻符合可愛的條件，看到天鵝傻憨憨的樣子又帶有美麗的身軀，整個人心情就好了起來。4106031055",""
283,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32407&level=0","用天鵝來當作中興大學的百年校慶意象我覺得不夠明確也不夠廣為人知，老實說在入學前我完全不知道天鵝跟中興大學有何關聯，只有就讀過或來過中興大學的人才會知道天鵝的存在，而且如同廖老師所說，沒有一個學校單位想要將天鵝納入自己的管理範圍內，那利用天鵝來當學校代表豈不是不合邏輯4106021018",""
284,"zhong-xing-da-xue-bai-nian-xiao-qing-de-tian-e-yi-xiang-shi-zui-jia-xuan-ze?partial=32411&level=0","我覺得天鵝並沒辦法完美代表我們中興大學，頂多只有我們興大人知道它的意象，像我問我的親朋好友，他們也只知道興大農學院好而已。中興大學以農立校，所以我覺得更好的代表是惠蓀林場，而不是區區幾隻鵝。（4107061027）",""
